orderId,arm,side,qty,entry_price,snap_price,entry_time,hold_hours,realized_R,max_adverse_R,slip_R,reward,entry_regime,session_day
4842,reversion,SHORT,1,6704.25,6704.25,2025-09-19T08:08:12.600204,0.36366812861111114,-1.0833333333333333,2.75,0.0,-1.6497001461944445,"{'atr_pct': 3.309428274095766e-05, 'bb_bw': 0.00015509707639992947, 'adx': 15.83322372681926, 'spread': 1.0, 'ok': 1.0, 'atr_points': 0.22192198649017683}",2025-09-19
4846,reversion,LONG,1,6705.5,6705.5,2025-09-19T08:56:22.880905,0.3614194130555556,-1.0833333333333333,0.9166666666666666,0.0,-1.282808607972222,"{'atr_pct': 8.407484600121186e-05, 'bb_bw': 0.00021626956375193592, 'adx': 14.197528358562082, 'spread': 1.0, 'ok': 1.0, 'atr_points': 0.5639950856876295}",2025-09-19
4850,reversion,LONG,1,6708.25,6708.25,2025-09-19T10:09:09.913311,0.004926062777777778,-4.416666666666667,4.583333333333333,0.0,-5.313825939611112,"{'atr_pct': 7.644850048460876e-05, 'bb_bw': 0.0003474107308726351, 'adx': 10.91889496216728, 'spread': 1.0, 'ok': 1.0, 'atr_points': 0.5117844864942134}",2025-09-19
