Time,EMA_Fast,EMA_Slow,RSI,Signal,PosBefore,PosAfter,StrategyTag
2025-08-15 13:30:00+00:00,6494.880086158973,6496.016255430782,50.0,,0,0,LIVE
2025-08-15 13:31:00+00:00,6493.851178123646,6495.467088246898,33.09775976706652,,0,0,LIVE
2025-08-15 13:32:00+00:00,6493.3842496517245,6495.113079842432,38.66578989750376,,0,0,LIVE
2025-08-15 13:33:00+00:00,6492.79886084023,6494.697548428868,36.48568758449821,,0,0,LIVE
2025-08-15 13:34:00+00:00,6491.7880028757345,6494.083496197547,31.677075334899214,,0,0,LIVE
2025-08-15 13:35:00+00:00,6491.335113347794,6493.670782273971,37.03881872135468,,0,0,LIVE
2025-08-15 13:36:00+00:00,6491.371754826062,6493.464041105021,42.68955251976635,,0,0,LIVE
2025-08-15 13:37:00+00:00,6491.066920420271,6493.134132428353,39.4234868838407,,0,0,LIVE
2025-08-15 13:38:00+00:00,6490.774271437989,6492.8118341018435,38.88945329117247,,0,0,LIVE
2025-08-15 13:39:00+00:00,6490.379988896214,6492.44880228262,37.25884779598143,,0,0,LIVE
2025-08-15 13:40:00+00:00,6490.295546919278,6492.215583017609,40.82173994108619,,0,0,LIVE
2025-08-15 13:41:00+00:00,6489.78542538166,6491.814098920693,36.37293639806763,,0,0,LIVE
2025-08-15 13:42:00+00:00,6489.499775296847,6491.498470452056,38.18660934466995,,0,0,LIVE
2025-08-15 13:43:00+00:00,6489.666491897547,6491.379568504241,44.18357845266404,,0,0,LIVE
2025-08-15 13:44:00+00:00,6489.4072714758695,6491.10532388479,40.00395760483773,,0,0,LIVE
