EntryTime,Side,EntryPrice,Qty,StrategyTag
2025-08-14 17:40:00+00:00,SHORT,6482.75,1,LIVE
2025-08-14 18:00:00+00:00,LONG,6485.75,1,LIVE
2025-08-14 18:02:00+00:00,SHORT,6484.25,1,LIVE
2025-08-14 18:07:00+00:00,LONG,6486.75,1,LIVE
2025-08-14 18:10:00+00:00,SHORT,6483.5,1,LIVE
2025-08-14 18:40:00+00:00,LONG,6484.5,1,LIVE
