EntryTime,ExitTime,Side,EntryPrice,ExitPrice,Qty,EntryPriceGross,ExitPriceGross,Fees,GrossPnL,NetPnL,TimeOfDay,Strategy,WF_Period,ParamsJSON
2023-01-29 14:00:00,2023-02-04 23:00:00,LONG,4364.01,4398.4,1.0,4343.5,4423.5,2.4,1719.499999999971,1717.0999999999708,14:00,Trend Following,2,"{""ema_fast"": 19, ""ema_slow"": 182, ""rsi_len"": 14}"
