EntryTime,ExitTime,Side,EntryPrice,ExitPrice,Qty,EntryPriceGross,ExitPriceGross,Fees,GrossPnL,NetPnL,TimeOfDay,Strategy,WF_Period,ParamsJSON
2023-01-15 14:00:00,2023-01-21 23:00:00,LONG,4185.93,4234.48,1.0,4175.5,4249.5,2.4,2427.4999999999636,2425.0999999999635,14:00,Trend Following,1,"{""ema_fast"": 19, ""ema_slow"": 182, ""rsi_len"": 14}"
