Time,Open,High,Low,Close,Volume
2025-09-03 19:29:00+0000,6432.25,6432.75,6432.0,6432.0,318
2025-09-03 19:30:00+0000,6432.5,6432.5,6432.25,6432.5,992
2025-09-03 19:31:00+0000,6434.25,6434.25,6434.0,6434.0,250
2025-09-03 19:32:00+0000,6435.25,6435.25,6434.75,6435.0,212
2025-09-03 19:33:00+0000,6435.0,6435.25,6434.75,6434.75,163
2025-09-03 19:34:00+0000,6436.75,6437.0,6436.5,6436.75,114
2025-09-03 19:35:00+0000,6437.5,6438.25,6437.5,6438.25,412
2025-09-03 19:36:00+0000,6438.5,6438.5,6438.0,6438.5,191
2025-09-03 19:37:00+0000,6438.5,6438.5,6438.25,6438.5,107
2025-09-03 19:38:00+0000,6440.0,6440.0,6439.75,6440.0,32
2025-09-03 19:39:00+0000,6439.75,6439.75,6439.5,6439.75,147
2025-09-03 19:40:00+0000,6440.25,6440.25,6439.75,6440.25,340
2025-09-03 19:41:00+0000,6440.75,6440.75,6440.5,6440.75,64
2025-09-03 19:42:00+0000,6441.5,6442.0,6441.25,6441.5,184
2025-09-03 19:43:00+0000,6442.25,6443.0,6442.0,6443.0,368
2025-09-03 19:44:00+0000,6442.75,6443.25,6442.5,6443.25,252
2025-09-03 19:45:00+0000,6444.25,6444.75,6441.75,6443.0,4227
2025-09-03 19:46:00+0000,6445.0,6445.5,6444.5,6444.5,678
2025-09-03 19:47:00+0000,6445.0,6445.75,6445.0,6445.75,375
2025-09-03 19:48:00+0000,6446.5,6446.75,6446.5,6446.5,69
2025-09-03 19:49:00+0000,6447.25,6447.25,6446.75,6447.0,437
2025-09-03 19:50:00+0000,6447.25,6450.25,6447.0,6449.5,4018
2025-09-03 19:51:00+0000,6448.75,6449.25,6448.75,6448.75,442
2025-09-03 19:52:00+0000,6450.75,6451.25,6450.5,6450.75,337
2025-09-03 19:53:00+0000,6452.25,6452.5,6452.0,6452.25,360
2025-09-03 19:54:00+0000,6451.25,6452.0,6451.25,6451.75,846
2025-09-03 19:55:00+0000,6451.75,6453.5,6451.75,6453.25,2763
2025-09-03 19:56:00+0000,6453.5,6454.0,6452.75,6453.5,1223
2025-09-03 19:57:00+0000,6453.75,6454.0,6453.5,6453.75,355
2025-09-03 19:58:00+0000,6452.75,6453.0,6451.75,6452.25,897
2025-09-03 19:59:00+0000,6452.25,6453.75,6452.25,6453.75,1560
2025-09-03 20:00:00+0000,6458.5,6459.5,6457.75,6458.75,10129
2025-09-03 20:01:00+0000,6460.75,6461.0,6460.5,6460.75,480
2025-09-03 20:02:00+0000,6459.75,6459.75,6459.5,6459.5,180
2025-09-03 20:03:00+0000,6459.25,6459.25,6459.0,6459.0,87
2025-09-03 20:04:00+0000,6458.75,6459.0,6458.75,6458.75,146
