Time,Open,High,Low,Close
2025-08-15 16:22:00+00:00,6470.25,6471.0,6470.25,6470.75
2025-08-15 16:23:00+00:00,6470.75,6471.75,6469.75,6470.5
2025-08-15 16:24:00+00:00,6470.5,6471.5,6470.25,6471.25
2025-08-15 16:25:00+00:00,6471.25,6473.75,6471.0,6473.5
2025-08-15 16:26:00+00:00,6473.5,6474.5,6472.75,6473.75
2025-08-15 16:27:00+00:00,6473.75,6474.0,6470.5,6470.75
2025-08-15 16:28:00+00:00,6470.5,6472.0,6469.75,6470.75
2025-08-15 16:29:00+00:00,6470.75,6470.75,6468.25,6469.5
2025-08-15 16:30:00+00:00,6469.5,6471.5,6469.5,6470.5
2025-08-15 16:31:00+00:00,6470.5,6471.0,6469.75,6470.0
2025-08-15 16:32:00+00:00,6470.0,6471.25,6469.75,6470.0
2025-08-15 16:33:00+00:00,6470.0,6472.75,6470.0,6472.75
2025-08-15 16:34:00+00:00,6472.5,6473.0,6472.0,6472.75
2025-08-15 16:35:00+00:00,6472.5,6472.75,6470.25,6470.5
2025-08-15 16:36:00+00:00,6470.5,6473.0,6470.5,6471.75
2025-08-15 16:37:00+00:00,6471.5,6471.5,6470.0,6471.5
2025-08-15 16:38:00+00:00,6471.5,6472.5,6471.0,6472.0
2025-08-15 16:39:00+00:00,6472.0,6472.75,6471.25,6472.75
2025-08-15 16:40:00+00:00,6472.5,6474.5,6471.5,6474.5
2025-08-15 16:41:00+00:00,6474.25,6475.0,6473.5,6474.0
2025-08-15 16:42:00+00:00,6473.75,6475.0,6473.25,6474.75
2025-08-15 16:43:00+00:00,6474.5,6475.0,6473.5,6474.0
2025-08-15 16:44:00+00:00,6474.5,6475.0,6474.0,6474.25
2025-08-15 16:45:00+00:00,6474.25,6476.0,6474.0,6475.0
2025-08-15 16:46:00+00:00,6475.0,6475.25,6473.0,6473.0
2025-08-15 16:47:00+00:00,6472.75,6474.75,6472.75,6474.25
2025-08-15 16:48:00+00:00,6474.0,6476.0,6473.25,6475.75
2025-08-15 16:49:00+00:00,6476.0,6477.0,6475.5,6476.5
2025-08-15 16:50:00+00:00,6476.5,6478.5,6476.25,6477.75
2025-08-15 16:51:00+00:00,6477.75,6477.75,6477.0,6477.75
