Time,Open,High,Low,Close
2025-08-20 14:05:00-05:00,6404.5,6405.5,6403.0,6405.5
2025-08-20 14:06:00-05:00,6405.5,6408.5,6405.0,6407.25
2025-08-20 14:07:00-05:00,6407.25,6408.0,6406.5,6407.0
2025-08-20 14:08:00-05:00,6407.0,6408.75,6406.75,6408.0
2025-08-20 14:09:00-05:00,6408.25,6408.75,6407.25,6408.25
2025-08-20 14:10:00-05:00,6408.0,6410.75,6407.75,6410.25
2025-08-20 14:11:00-05:00,6410.5,6413.5,6410.5,6413.5
2025-08-20 14:12:00-05:00,6413.25,6416.75,6413.25,6416.5
2025-08-20 14:13:00-05:00,6416.5,6416.75,6414.0,6414.75
2025-08-20 14:14:00-05:00,6415.0,6416.0,6414.0,6415.5
2025-08-20 14:15:00-05:00,6415.25,6416.5,6415.0,6415.5
2025-08-20 14:16:00-05:00,6415.75,6415.75,6413.5,6414.5
2025-08-20 14:17:00-05:00,6414.75,6416.25,6414.25,6415.25
2025-08-20 14:18:00-05:00,6415.25,6417.75,6415.0,6417.0
2025-08-20 14:19:00-05:00,6417.0,6417.25,6415.5,6416.0
2025-08-20 14:20:00-05:00,6416.0,6417.25,6415.0,6416.75
2025-08-20 14:21:00-05:00,6416.75,6417.5,6416.25,6417.25
2025-08-20 14:22:00-05:00,6417.5,6417.75,6416.5,6417.5
2025-08-20 14:23:00-05:00,6417.5,6422.0,6417.0,6420.75
2025-08-20 14:24:00-05:00,6420.5,6422.25,6419.5,6421.5
2025-08-20 14:25:00-05:00,6421.25,6421.5,6417.75,6418.75
2025-08-20 14:26:00-05:00,6418.75,6419.5,6415.5,6415.75
2025-08-20 14:27:00-05:00,6415.75,6417.0,6415.0,6415.5
2025-08-20 14:28:00-05:00,6415.75,6417.75,6414.75,6416.25
2025-08-20 14:29:00-05:00,6416.5,6417.75,6416.25,6416.75
2025-08-20 14:30:00-05:00,6416.5,6417.25,6415.0,6416.5
2025-08-20 14:31:00-05:00,6416.5,6419.5,6416.0,6419.0
2025-08-20 14:32:00-05:00,6419.0,6419.5,6418.25,6419.0
2025-08-20 14:33:00-05:00,6419.25,6420.75,6418.75,6420.5
2025-08-20 14:34:00-05:00,6420.75,6421.75,6420.0,6420.5
2025-08-20 14:35:00-05:00,6420.5,6421.75,6420.25,6420.5
