MinuteUTC,MinuteCT,side,Close,ema8,ema20,ADX,BBbw,ATR%,ATRticks,RegimeOK,HTF_OK,HB_ATRt,HB_Sprd,ATR_gate,Spread_gate,MinStopOK,StopTicks,Blocked_raw,Reasons
2025-08-20 13:31:00+00:00,2025-08-20 08:31:00-05:00,SELL,6422.0,6424.784795044707,6425.143347480501,22.112542536205737,0.0007252067693989179,0.00029752636027939675,7.642857142857143,False,,,,False,False,True,13.757142857142753,,Regime
2025-08-20 15:04:00+00:00,2025-08-20 10:04:00-05:00,BUY,6370.75,6368.564861826973,6368.369394533865,30.892055736561293,0.0014794207806468436,0.000496129072042426,12.642857142857142,False,,,,False,False,True,22.757142857142753,,Regime
2025-08-20 15:50:00+00:00,2025-08-20 10:50:00-05:00,SELL,6391.75,6394.998145455308,6395.506247715188,27.201096575098045,0.0015294778981792992,0.0005056741670345144,12.928571428571429,False,,,,False,False,True,23.27142857142826,,Regime
2025-08-20 16:10:00+00:00,2025-08-20 11:10:00-05:00,BUY,6395.25,6390.670406008856,6389.924666194261,19.034283226405254,0.00202884191972537,0.0004635136568993729,11.857142857142858,True,,,,False,False,True,21.34285714285579,,
2025-08-20 16:41:00+00:00,2025-08-20 11:41:00-05:00,SELL,6399.75,6401.784228188219,6401.976907497643,30.59642728663379,0.0013817073956087025,0.0004185431350554988,10.714285714285714,False,,,,False,False,True,19.285714285713766,,Regime
2025-08-20 16:44:00+00:00,2025-08-20 11:44:00-05:00,BUY,6403.75,6402.09532272779,6402.034673202283,27.483314628206536,0.0014472787715020846,0.00044059005604974767,11.285714285714286,False,,,,False,False,True,20.31428571428478,,Regime
2025-08-20 16:48:00+00:00,2025-08-20 11:48:00-05:00,SELL,6399.0,6402.189204369673,6402.218330563885,24.95550589875606,0.001334858055659725,0.0004548701806085772,11.642857142857142,False,,,,False,False,True,20.95714285714348,,Regime
2025-08-20 17:04:00+00:00,2025-08-20 12:04:00-05:00,BUY,6402.25,6399.63913493554,6399.428238357051,18.035478974952728,0.0018196298668346888,0.0004741636589814964,12.142857142857142,False,,,,False,False,True,21.857142857141298,,Regime
2025-08-20 17:17:00+00:00,2025-08-20 12:17:00-05:00,SELL,6396.5,6399.867053650912,6400.215016798347,13.694566497128877,0.0017360084916397025,0.0005025069513461603,12.857142857142858,False,,,,False,False,True,23.142857142858702,,Regime
2025-08-20 17:19:00+00:00,2025-08-20 12:19:00-05:00,BUY,6402.25,6400.7220448011685,6400.541090848534,13.597279085380801,0.0013593793533397637,0.0005160016288916284,13.214285714285714,False,,,,False,False,True,23.785714285713766,,Regime
2025-08-20 17:25:00+00:00,2025-08-20 12:25:00-05:00,SELL,6398.5,6400.387277889386,6400.690491262516,13.538237011243234,0.0015108133389041749,0.0005135132118018732,13.142857142857142,False,,,,False,False,True,23.65714285714421,,Regime
2025-08-20 17:31:00+00:00,2025-08-20 12:31:00-05:00,BUY,6404.5,6400.846305340401,6400.5640677426445,14.32733863582759,0.0014791515625539107,0.0004461148968916945,11.428571428571429,False,,,,False,False,True,20.571428571427532,,Regime
2025-08-20 17:56:00+00:00,2025-08-20 12:56:00-05:00,SELL,6405.75,6407.716797152496,6407.863438873211,20.62973095309316,0.0012054914339081429,0.00042372645112371144,10.857142857142858,False,,,,False,False,True,19.54285714285652,,Regime
2025-08-20 18:34:00+00:00,2025-08-20 13:34:00-05:00,BUY,6396.25,6393.472695382465,6393.28686054286,23.607093268209265,0.001333442889267263,0.000482983891230911,12.357142857142858,False,,,,False,False,True,22.242857142857247,,Regime
2025-08-20 19:56:00+00:00,2025-08-20 14:56:00-05:00,SELL,6415.25,6418.797369373274,6419.245470538411,22.820716946343566,0.0011190351797142556,0.00047041925768397845,12.071428571428571,False,,11.5,1.0,False,False,True,21.72857142857174,no,Regime
