Time,EMA_Fast,EMA_Slow,RSI,Signal,PosBefore,PosAfter,StrategyTag
2025-08-22 18:16:00+00:00,6487.752187201503,6488.690420074247,41.45484850797116,,0,0,LIVE
2025-08-22 18:17:00+00:00,6487.585034490058,6488.529427686224,40.500148280251366,,0,0,LIVE
2025-08-22 18:18:00+00:00,6487.343915714489,6488.336148858964,38.58616562891007,,0,0,LIVE
2025-08-22 18:19:00+00:00,6486.9341566668245,6488.0660394438255,35.02141054743599,,0,0,LIVE
2025-08-22 18:20:00+00:00,6486.893232963086,6487.940702353937,42.2085542470327,,0,0,LIVE
2025-08-22 18:21:00+00:00,6486.694736749067,6487.755873558323,39.393138317974,,0,0,LIVE
2025-08-22 18:22:00+00:00,6486.429239693718,6487.541028457531,37.59285514457124,,0,0,LIVE
2025-08-22 18:23:00+00:00,6486.167186428447,6487.322835271099,36.68999074019206,,0,0,LIVE
2025-08-22 18:24:00+00:00,6486.185589444348,6487.2206604833755,42.625782667671345,,0,0,LIVE
2025-08-22 18:25:00+00:00,6486.1999029011595,6487.128216627816,42.625782667671345,,0,0,LIVE
2025-08-22 18:26:00+00:00,6486.433257812013,6487.139815044215,48.25261607866223,,0,0,LIVE
2025-08-22 18:27:00+00:00,6486.2258671871205,6486.983642182861,40.725385506145216,,0,0,LIVE
2025-08-22 18:28:00+00:00,6486.175674478871,6486.889961974969,43.44019224738223,,0,0,LIVE
2025-08-22 18:29:00+00:00,6485.914413483567,6486.709965596401,39.53970972249742,,0,0,LIVE
2025-08-22 18:30:00+00:00,6485.988988264997,6486.666159349125,46.05953530708484,,0,0,LIVE
2025-08-22 18:31:00+00:00,6486.102546428331,6486.650334649208,47.28393555582314,,0,0,LIVE
2025-08-22 18:32:00+00:00,6486.246424999813,6486.659826587378,48.54184002964253,,0,0,LIVE
2025-08-22 18:33:00+00:00,6486.636108333188,6486.787462150485,54.40075291976622,,0,0,LIVE
2025-08-22 18:34:00+00:00,6486.939195370257,6486.9029419456765,54.40075291976622,,0,0,LIVE
2025-08-22 18:35:00+00:00,6487.286040843534,6487.055042712755,56.688436764338114,,0,0,LIVE
2025-08-22 18:36:00+00:00,6487.5558095449705,6487.1926576924925,56.688436764338114,,0,0,LIVE
2025-08-22 18:37:00+00:00,6487.987851868311,6487.412404578922,61.203187168088306,,0,0,LIVE
2025-08-22 18:38:00+00:00,6487.768329230908,6487.373127952358,47.79097368547122,,0,0,LIVE
2025-08-22 18:39:00+00:00,6487.5975894018175,6487.337591956895,47.79097368547122,,0,0,LIVE
2025-08-22 18:40:00+00:00,6487.298125090302,6487.234011770524,44.40525110111296,,0,0,LIVE
2025-08-22 18:41:00+00:00,6486.787430625791,6487.021248744761,39.39581323232245,,0,0,LIVE
2025-08-22 18:42:00+00:00,6486.112446042282,6486.70970124526,35.128110702238516,,0,0,LIVE
2025-08-22 18:43:00+00:00,6485.809680255108,6486.523063031425,40.66574456602209,,0,0,LIVE
2025-08-22 18:44:00+00:00,6485.6853068650835,6486.401818933195,43.273164241211596,,0,0,LIVE
2025-08-22 18:45:00+00:00,6485.644127561731,6486.315931415747,44.58443357846956,,0,0,LIVE
