Time,EMA_Fast,EMA_Slow,RSI,Signal,PosBefore,PosAfter,StrategyTag
2025-08-19 17:50:00+00:00,6432.831850501957,6432.757250044385,52.19608209548587,,0,0,LIVE
2025-08-19 17:51:00+00:00,6432.924772612633,6432.804178611586,53.1872824872715,,0,0,LIVE
2025-08-19 17:52:00+00:00,6432.663712032047,6432.703780648579,46.9032701352039,SELL,0,0,LIVE
2025-08-19 17:53:00+00:00,6432.571776024925,6432.660563443953,49.06360398569004,,0,0,LIVE
2025-08-19 17:54:00+00:00,6432.444714686053,6432.597652639767,48.011750324559266,,0,0,LIVE
2025-08-19 17:55:00+00:00,6432.512555866931,6432.61216191217,51.37936534685057,,0,0,LIVE
2025-08-19 17:57:00+00:00,6432.970558487402,6432.799298073228,56.6518659591171,,0,0,LIVE
2025-08-19 17:58:00+00:00,6433.254878823534,6432.937460161493,57.66964094749601,,0,0,LIVE
2025-08-19 18:02:00+00:00,6431.405268107805,6432.160466810155,36.32238085353998,,0,0,LIVE
2025-08-19 18:03:00+00:00,6430.09298630607,6431.52613663776,27.942688588261845,,0,0,LIVE
2025-08-19 18:04:00+00:00,6429.4056560158315,6431.095076005593,34.87689491368221,,0,0,LIVE
2025-08-19 18:05:00+00:00,6428.815510234535,6430.681259243155,34.28471632654718,,0,0,LIVE
2025-08-19 18:06:00+00:00,6428.745396849084,6430.473520267617,41.74158165676115,,0,0,LIVE
2025-08-19 18:07:00+00:00,6428.913086438176,6430.380804051652,45.54418323299026,,0,0,LIVE
2025-08-19 18:08:00+00:00,6429.265733896359,6430.392156046733,49.120605204267044,,0,0,LIVE
2025-08-19 18:09:00+00:00,6429.817793030501,6430.521474518473,53.25344687581689,,0,0,LIVE
2025-08-19 18:10:00+00:00,6429.691616801501,6430.40038170719,45.32389359810578,,0,0,LIVE
