Time,Action,OrderType,Qty,RefPx,Extra,StrategyTag
2025-08-19 17:53:07.291510+00:00,SELL,STP(entry),1,6430.6875,parent,LIVE
2025-08-19 17:53:07.517192+00:00,BUY,SL(STP),1,6433.6125,,LIVE
2025-08-19 17:53:07.518840+00:00,BUY,TP1(LMT),1,6427.7625,+1R,LIVE
