Time,Open,High,Low,Close
2025-08-21 07:26:00+00:00,6410.5,6411.25,6410.5,6410.75
2025-08-21 07:27:00+00:00,6410.75,6411.25,6409.75,6410.5
2025-08-21 07:28:00+00:00,6410.75,6411.0,6410.25,6410.25
2025-08-21 07:29:00+00:00,6410.0,6410.75,6409.5,6410.5
2025-08-21 07:30:00+00:00,6410.75,6412.0,6410.0,6412.0
2025-08-21 07:31:00+00:00,6411.75,6412.0,6410.25,6411.25
2025-08-21 07:32:00+00:00,6411.25,6411.75,6411.0,6411.75
2025-08-21 07:33:00+00:00,6412.0,6412.5,6411.25,6412.0
2025-08-21 07:34:00+00:00,6411.75,6412.75,6411.5,6412.5
2025-08-21 07:35:00+00:00,6412.5,6413.5,6412.25,6413.0
2025-08-21 07:36:00+00:00,6413.25,6413.5,6412.25,6412.75
2025-08-21 07:37:00+00:00,6412.75,6413.0,6412.5,6413.0
2025-08-21 07:38:00+00:00,6413.0,6413.5,6413.0,6413.25
2025-08-21 07:39:00+00:00,6413.0,6413.25,6412.25,6413.25
2025-08-21 07:40:00+00:00,6413.5,6414.0,6413.0,6413.75
2025-08-21 07:41:00+00:00,6413.5,6414.5,6413.5,6414.25
2025-08-21 07:42:00+00:00,6414.25,6414.5,6413.25,6413.5
2025-08-21 07:43:00+00:00,6413.5,6414.25,6413.25,6413.25
2025-08-21 07:44:00+00:00,6413.0,6413.0,6412.0,6412.75
2025-08-21 07:45:00+00:00,6412.5,6412.75,6412.0,6412.0
2025-08-21 07:46:00+00:00,6411.75,6413.5,6411.5,6413.0
2025-08-21 07:47:00+00:00,6413.25,6413.25,6412.5,6412.5
2025-08-21 07:48:00+00:00,6412.5,6413.75,6412.25,6413.75
2025-08-21 07:49:00+00:00,6413.5,6414.0,6413.25,6414.0
2025-08-21 07:50:00+00:00,6414.0,6415.25,6414.0,6414.0
2025-08-21 07:51:00+00:00,6414.0,6414.75,6414.0,6414.0
2025-08-21 07:52:00+00:00,6413.75,6415.25,6413.25,6414.25
2025-08-21 07:53:00+00:00,6414.0,6414.0,6413.0,6413.25
2025-08-21 07:54:00+00:00,6413.0,6414.0,6413.0,6414.0
2025-08-21 07:55:00+00:00,6413.75,6414.25,6413.5,6414.0
2025-08-21 07:56:00+00:00,6414.0,6414.25,6413.5,6413.5
2025-08-21 07:57:00+00:00,6413.5,6413.75,6413.25,6413.25
2025-08-21 07:58:00+00:00,6413.25,6413.25,6412.75,6412.75
2025-08-21 07:59:00+00:00,6413.0,6413.25,6413.0,6413.0
2025-08-21 08:00:00+00:00,6413.25,6413.75,6411.5,6413.75
2025-08-21 08:01:00+00:00,6413.5,6415.0,6413.25,6414.75
2025-08-21 08:02:00+00:00,6414.75,6415.0,6414.0,6414.5
2025-08-21 08:03:00+00:00,6414.5,6415.25,6414.5,6415.25
2025-08-21 08:04:00+00:00,6415.0,6415.5,6414.75,6415.5
2025-08-21 08:05:00+00:00,6415.25,6415.25,6413.5,6414.5
2025-08-21 08:06:00+00:00,6414.5,6415.5,6414.5,6415.5
2025-08-21 08:07:00+00:00,6415.5,6416.25,6415.25,6416.25
2025-08-21 08:08:00+00:00,6416.25,6416.75,6416.25,6416.25
2025-08-21 08:09:00+00:00,6416.25,6416.5,6415.5,6415.75
2025-08-21 08:10:00+00:00,6415.75,6415.75,6414.0,6414.0
2025-08-21 08:11:00+00:00,6414.25,6414.25,6412.25,6412.75
2025-08-21 08:12:00+00:00,6412.5,6414.0,6412.25,6414.0
2025-08-21 08:13:00+00:00,6413.75,6413.75,6413.0,6413.0
2025-08-21 08:14:00+00:00,6413.25,6414.5,6413.25,6414.25
2025-08-21 08:15:00+00:00,6414.25,6414.25,6413.0,6413.0
2025-08-21 08:16:00+00:00,6413.0,6413.25,6411.75,6411.75
2025-08-21 08:17:00+00:00,6412.0,6412.5,6411.5,6412.25
2025-08-21 08:18:00+00:00,6412.0,6412.5,6409.5,6409.5
2025-08-21 08:19:00+00:00,6409.5,6409.75,6408.25,6409.5
2025-08-21 08:20:00+00:00,6409.75,6411.0,6409.5,6411.0
2025-08-21 08:21:00+00:00,6411.0,6411.0,6410.5,6411.0
2025-08-21 08:22:00+00:00,6411.25,6411.75,6411.0,6411.25
2025-08-21 08:23:00+00:00,6411.5,6413.0,6411.25,6412.25
2025-08-21 08:24:00+00:00,6412.25,6412.75,6412.25,6412.75
2025-08-21 08:25:00+00:00,6413.0,6413.0,6412.25,6412.75
2025-08-21 08:26:00+00:00,6412.75,6413.0,6412.0,6412.25
2025-08-21 08:27:00+00:00,6412.0,6412.5,6411.75,6412.25
2025-08-21 08:28:00+00:00,6412.25,6412.75,6412.0,6412.5
2025-08-21 08:29:00+00:00,6412.5,6413.5,6412.25,6413.25
2025-08-21 08:30:00+00:00,6413.0,6414.5,6413.0,6414.0
2025-08-21 08:31:00+00:00,6414.25,6414.25,6412.75,6413.0
2025-08-21 08:32:00+00:00,6413.25,6413.25,6412.0,6412.25
2025-08-21 08:33:00+00:00,6412.0,6412.25,6411.25,6412.0
2025-08-21 08:34:00+00:00,6412.0,6413.0,6412.0,6412.75
2025-08-21 08:35:00+00:00,6412.5,6413.25,6412.25,6413.25
2025-08-21 08:36:00+00:00,6413.5,6413.5,6412.75,6412.75
2025-08-21 08:37:00+00:00,6412.5,6413.5,6412.5,6413.25
2025-08-21 08:38:00+00:00,6413.25,6413.75,6413.0,6413.5
2025-08-21 08:39:00+00:00,6413.75,6413.75,6413.0,6413.5
2025-08-21 08:40:00+00:00,6413.25,6413.75,6413.25,6413.75
2025-08-21 08:41:00+00:00,6413.75,6413.75,6413.0,6413.0
2025-08-21 08:42:00+00:00,6412.75,6413.5,6412.5,6413.5
2025-08-21 08:43:00+00:00,6413.5,6413.5,6412.75,6413.0
2025-08-21 08:44:00+00:00,6413.0,6413.25,6411.75,6412.0
2025-08-21 08:45:00+00:00,6412.0,6412.25,6410.75,6410.75
2025-08-21 08:46:00+00:00,6410.75,6412.25,6410.75,6411.5
2025-08-21 08:47:00+00:00,6411.5,6411.5,6410.5,6411.0
2025-08-21 08:48:00+00:00,6411.0,6411.0,6410.0,6410.0
2025-08-21 08:49:00+00:00,6410.0,6410.0,6408.5,6408.75
2025-08-21 08:50:00+00:00,6408.5,6408.5,6407.5,6407.5
2025-08-21 08:51:00+00:00,6407.5,6407.75,6406.5,6407.5
2025-08-21 08:52:00+00:00,6407.25,6407.75,6407.0,6407.5
2025-08-21 08:53:00+00:00,6407.5,6408.0,6407.25,6407.5
2025-08-21 08:54:00+00:00,6407.25,6408.0,6406.0,6407.75
2025-08-21 08:55:00+00:00,6407.5,6407.5,6406.5,6406.5
2025-08-21 08:56:00+00:00,6406.25,6407.25,6406.25,6407.0
2025-08-21 08:57:00+00:00,6407.0,6407.0,6406.0,6406.5
2025-08-21 08:58:00+00:00,6406.5,6406.5,6405.5,6405.5
2025-08-21 08:59:00+00:00,6405.5,6405.75,6403.0,6403.25
2025-08-21 09:00:00+00:00,6403.25,6403.75,6402.75,6403.0
2025-08-21 09:01:00+00:00,6403.0,6403.75,6403.0,6403.5
2025-08-21 09:02:00+00:00,6403.5,6404.5,6401.5,6404.0
2025-08-21 09:03:00+00:00,6404.0,6404.0,6403.5,6404.0
2025-08-21 09:04:00+00:00,6404.0,6404.5,6403.5,6403.5
2025-08-21 09:05:00+00:00,6403.5,6403.5,6402.25,6403.0
2025-08-21 09:06:00+00:00,6403.0,6403.5,6403.0,6403.5
2025-08-21 09:07:00+00:00,6403.75,6404.0,6402.25,6402.25
2025-08-21 09:08:00+00:00,6402.0,6402.0,6401.25,6401.75
2025-08-21 09:09:00+00:00,6401.75,6403.0,6401.75,6402.75
2025-08-21 09:10:00+00:00,6402.75,6404.75,6402.5,6404.5
2025-08-21 09:11:00+00:00,6404.25,6405.0,6404.25,6404.25
2025-08-21 09:12:00+00:00,6404.25,6404.25,6403.5,6404.0
2025-08-21 09:13:00+00:00,6404.25,6404.5,6403.75,6404.0
2025-08-21 09:14:00+00:00,6404.25,6404.75,6404.25,6404.25
2025-08-21 09:15:00+00:00,6404.0,6404.5,6403.75,6404.25
2025-08-21 09:16:00+00:00,6404.5,6404.5,6403.5,6404.0
2025-08-21 09:17:00+00:00,6404.0,6404.75,6403.5,6403.75
2025-08-21 09:18:00+00:00,6403.75,6405.0,6403.75,6404.75
2025-08-21 09:19:00+00:00,6404.75,6405.75,6404.75,6405.25
2025-08-21 09:20:00+00:00,6405.25,6405.25,6404.25,6405.0
2025-08-21 09:21:00+00:00,6404.75,6406.0,6404.5,6405.25
2025-08-21 09:22:00+00:00,6405.5,6406.25,6405.5,6405.5
2025-08-21 09:23:00+00:00,6405.5,6405.5,6405.0,6405.25
2025-08-21 09:24:00+00:00,6405.25,6406.0,6405.0,6406.0
2025-08-21 09:25:00+00:00,6406.0,6406.5,6405.5,6405.75
2025-08-21 09:26:00+00:00,6405.75,6406.0,6405.75,6406.0
2025-08-21 09:27:00+00:00,6406.0,6407.0,6406.0,6406.5
2025-08-21 09:28:00+00:00,6406.5,6407.25,6406.0,6407.25
2025-08-21 09:29:00+00:00,6407.0,6407.25,6406.25,6406.75
2025-08-21 09:30:00+00:00,6406.5,6407.0,6406.5,6407.0
2025-08-21 09:31:00+00:00,6407.0,6407.5,6407.0,6407.25
2025-08-21 09:32:00+00:00,6407.25,6407.5,6406.75,6407.25
2025-08-21 09:33:00+00:00,6407.25,6407.75,6406.75,6406.75
2025-08-21 09:34:00+00:00,6406.75,6406.75,6406.25,6406.5
2025-08-21 09:35:00+00:00,6406.5,6407.0,6406.25,6407.0
2025-08-21 09:36:00+00:00,6407.0,6407.0,6405.75,6406.0
2025-08-21 09:37:00+00:00,6406.0,6406.75,6406.0,6406.5
2025-08-21 09:38:00+00:00,6406.5,6406.5,6406.25,6406.5
2025-08-21 09:39:00+00:00,6406.75,6407.0,6406.25,6406.25
2025-08-21 09:40:00+00:00,6406.25,6406.75,6406.0,6406.25
2025-08-21 09:41:00+00:00,6406.5,6406.5,6406.0,6406.0
2025-08-21 09:42:00+00:00,6406.0,6407.5,6406.0,6407.0
2025-08-21 09:43:00+00:00,6407.0,6407.25,6407.0,6407.25
2025-08-21 09:44:00+00:00,6407.25,6408.25,6407.25,6408.0
2025-08-21 09:45:00+00:00,6407.75,6408.25,6407.75,6408.0
2025-08-21 09:46:00+00:00,6407.75,6407.75,6407.0,6407.25
2025-08-21 09:47:00+00:00,6407.5,6408.0,6407.25,6407.5
2025-08-21 09:48:00+00:00,6407.5,6408.25,6407.5,6408.0
2025-08-21 09:49:00+00:00,6408.0,6408.25,6408.0,6408.0
2025-08-21 09:50:00+00:00,6408.0,6408.25,6408.0,6408.0
2025-08-21 09:51:00+00:00,6408.0,6408.0,6405.75,6406.5
2025-08-21 09:52:00+00:00,6406.5,6407.25,6406.0,6407.0
2025-08-21 09:53:00+00:00,6407.0,6407.0,6406.5,6406.75
2025-08-21 09:54:00+00:00,6406.5,6406.5,6405.75,6406.25
2025-08-21 09:55:00+00:00,6406.25,6406.25,6405.5,6406.25
2025-08-21 09:56:00+00:00,6406.25,6406.5,6406.0,6406.0
2025-08-21 09:57:00+00:00,6406.0,6406.0,6405.5,6406.0
2025-08-21 09:58:00+00:00,6405.75,6405.75,6404.75,6404.75
2025-08-21 09:59:00+00:00,6405.0,6405.0,6403.5,6403.75
2025-08-21 10:00:00+00:00,6403.75,6403.75,6402.5,6403.25
2025-08-21 10:01:00+00:00,6403.25,6403.25,6402.75,6403.0
2025-08-21 10:02:00+00:00,6402.75,6403.0,6400.25,6400.5
2025-08-21 10:03:00+00:00,6400.5,6401.5,6399.5,6401.25
2025-08-21 10:04:00+00:00,6401.5,6402.75,6401.25,6402.5
2025-08-21 10:05:00+00:00,6402.75,6403.75,6402.75,6403.75
2025-08-21 10:06:00+00:00,6404.0,6404.0,6403.0,6403.25
2025-08-21 10:07:00+00:00,6403.25,6404.0,6403.25,6403.5
2025-08-21 10:08:00+00:00,6403.25,6403.25,6402.5,6403.0
2025-08-21 10:09:00+00:00,6403.0,6404.5,6403.0,6403.75
2025-08-21 10:10:00+00:00,6403.5,6403.5,6402.5,6402.5
2025-08-21 10:11:00+00:00,6402.25,6402.25,6401.5,6401.75
2025-08-21 10:12:00+00:00,6401.5,6402.0,6401.5,6401.5
2025-08-21 10:13:00+00:00,6401.25,6401.5,6400.75,6401.0
2025-08-21 10:14:00+00:00,6401.0,6401.0,6400.25,6400.25
2025-08-21 10:15:00+00:00,6400.25,6401.25,6399.75,6401.0
2025-08-21 10:16:00+00:00,6400.75,6401.0,6400.5,6400.75
