Time,EMA_Fast,EMA_Slow,RSI,Signal,PosBefore,PosAfter,StrategyTag
2025-08-21 13:30:00+00:00,6390.849258182217,6390.3094142942,37.87086853864182,,0,0,LIVE
2025-08-21 13:31:00+00:00,6389.71608969728,6389.875184361419,39.40818243847649,,0,0,LIVE
2025-08-21 13:32:00+00:00,6390.445847542329,6390.172785850808,56.29509171953269,,0,0,LIVE
2025-08-21 13:33:00+00:00,6391.957881421812,6390.84680624597,62.834158433510595,,0,0,LIVE
2025-08-21 13:34:00+00:00,6391.800574439187,6390.885205651115,51.189790690178334,,0,0,LIVE
2025-08-21 13:35:00+00:00,6391.900446786034,6391.015186065295,52.76107071021,,0,0,LIVE
2025-08-21 13:36:00+00:00,6392.033680833582,6391.156596916219,53.166971459761314,,0,0,LIVE
2025-08-21 13:37:00+00:00,6392.803973981676,6391.57025435277,57.8476375181429,,0,0,LIVE
2025-08-21 13:38:00+00:00,6393.291979763526,6391.896896795363,56.82821813664764,,0,0,LIVE
2025-08-21 13:39:00+00:00,6393.893762038298,6392.287668529138,58.4069301491366,,0,0,LIVE
2025-08-21 13:40:00+00:00,6393.139592696454,6392.117414383506,48.00848680478489,,0,0,LIVE
2025-08-21 13:41:00+00:00,6392.88634987502,6392.106232061267,50.592021440744105,,0,0,LIVE
2025-08-21 13:42:00+00:00,6392.800494347238,6392.143733769718,51.45791338675943,,0,0,LIVE
2025-08-21 13:43:00+00:00,6393.067051158962,6392.320521029745,54.05910306674318,,0,0,LIVE
2025-08-21 13:44:00+00:00,6392.829928679193,6392.2899952173875,50.19674479839453,,0,0,LIVE
