============================================================
[START] 2025-09-09 06:27:57
[CMD] C:\Users\owner\AppData\Local\Programs\Python\Python313\python.exe -X faulthandler -u paper_trader.py --host 127.0.0.1 --port 7497 --clientId 19 --conId 637533641 --tp-ladder 1.0R:50,2.0R:50 --no-confirm --place-orders --debug-regime --persist-chooser --chooser-model-path C:\Users\owner\Desktop\es_futures_backtester\models\linucb_state.json
============================================================
[LOG] 2025-09-09 06:27:58 Loaded chooser state from C:\Users\owner\Desktop\es_futures_backtester\models\linucb_state.json
[LOG] 2025-09-09 06:27:58 [PING 1] clientId=19 connected: False
[LOG] 2025-09-09 06:27:58 Connected 127.0.0.1:7497 clientId=19 | Market data type: LIVE
[LOG] 2025-09-09 06:27:58 Using contract: ESU5  (conId=637533641)
[LOG] 2025-09-09 06:27:58 [WARMUP] Fetching 5d of 1m bars...
[LOG] 2025-09-09 06:28:00 [WARMUP] Loaded 6328 historical 1m bars.
[REGIME] ADX=19.5  BBbw=0.0008  ATR%=0.000104  (ok=False)
[HB] 2025-09-09 06:28:01 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:02 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:04 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:05 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:06 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:07 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:08 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:09 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:10 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:11 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:12 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:13 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:14 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:15 CT PnL=0.00 | ChooserArm=mom | Gate=no
[HB] 2025-09-09 06:28:16 CT PnL=0.00 | ChooserArm=mom | Gate=no
