Time,EMA_Fast,EMA_Slow,RSI,Signal,PosBefore,PosAfter,StrategyTag
2025-08-19 15:57:00+00:00,6443.517948903364,6445.032726572931,44.54743274419907,,0,0,LIVE
2025-08-19 15:58:00+00:00,6443.013960258172,6444.672466899318,38.01925352772994,,0,0,LIVE
2025-08-19 15:59:00+00:00,6442.844191311912,6444.44175576605,41.38315902499887,,0,0,LIVE
2025-08-19 16:00:00+00:00,6443.37881546482,6444.518731407378,50.12796215547402,,0,0,LIVE
2025-08-19 16:01:00+00:00,6443.683523139305,6444.540756987628,48.820693041269756,,0,0,LIVE
2025-08-19 16:02:00+00:00,6443.920517997238,6444.560684893568,48.82069304126976,,0,0,LIVE
2025-08-19 16:03:00+00:00,6444.04929177563,6444.554905379894,48.093399388511486,,0,0,LIVE
2025-08-19 16:04:00+00:00,6443.81611582549,6444.406819153238,43.87046770738929,,0,0,LIVE
2025-08-19 16:05:00+00:00,6443.079201197603,6444.034741138644,37.89770900469689,,0,0,LIVE
2025-08-19 16:06:00+00:00,6442.728267598135,6443.793337220678,41.33806784530711,,0,0,LIVE
2025-08-19 16:07:00+00:00,6441.677541465217,6443.241590818709,34.19735776055303,,0,0,LIVE
2025-08-19 16:08:00+00:00,6441.193643361835,6442.885248835975,39.05615707236983,,0,0,LIVE
2025-08-19 16:09:00+00:00,6440.706167059205,6442.515225137311,38.04765464413914,,0,0,LIVE
2025-08-19 16:10:00+00:00,6440.382574379381,6442.20425131471,38.89723216079216,,0,0,LIVE
2025-08-19 16:11:00+00:00,6440.019780072852,6441.875274999023,37.78130239421805,,0,0,LIVE
2025-08-19 16:12:00+00:00,6439.515384501107,6441.482391665782,35.582580586890316,,0,0,LIVE
2025-08-19 16:13:00+00:00,6439.067521278639,6441.1031162690415,35.033667413162874,,0,0,LIVE
2025-08-19 16:14:00+00:00,6438.552516550052,6440.688533767227,33.37050402350452,,0,0,LIVE
2025-08-19 16:15:00+00:00,6438.707512872263,6440.551530551301,43.07199925456259,,0,0,LIVE
2025-08-19 16:16:00+00:00,6438.994732233982,6440.499003832129,45.629644225031946,,0,0,LIVE
2025-08-19 16:17:00+00:00,6439.273680626431,6440.4752891814505,46.492605993741286,,0,0,LIVE
2025-08-19 16:18:00+00:00,6439.768418265002,6440.57288068798,50.705517890549544,,0,0,LIVE
2025-08-19 16:19:00+00:00,6439.875436428334,6440.5421301462675,46.74217053813832,,0,0,LIVE
2025-08-19 16:20:00+00:00,6439.847561666482,6440.466689179956,45.219597007114025,,0,0,LIVE
2025-08-19 16:21:00+00:00,6439.9369924072635,6440.446052115199,47.07614241370745,,0,0,LIVE
2025-08-19 16:22:00+00:00,6440.339882983427,6440.570237628037,52.29906059699446,,0,0,LIVE
2025-08-19 16:23:00+00:00,6440.708797875999,6440.706405472985,53.12928734351028,,0,0,LIVE
2025-08-19 16:24:00+00:00,6440.77350945911,6440.734366856511,49.42375823048912,,0,0,LIVE
2025-08-19 16:25:00+00:00,6440.823840690418,6440.759665251129,49.42375823048912,,0,0,LIVE
2025-08-19 16:26:00+00:00,6440.474098314769,6440.6158876081645,43.295137104145,,0,0,LIVE
2025-08-19 16:27:00+00:00,6439.924298689266,6440.366755455006,39.52501276126625,,0,0,LIVE
2025-08-19 16:28:00+00:00,6439.830010091651,6440.284207316434,45.64210607988563,,0,0,LIVE
2025-08-19 16:29:00+00:00,6439.423341182395,6440.066663762487,41.1586294669046,,0,0,LIVE
2025-08-19 16:30:00+00:00,6439.051487586307,6439.846029118441,40.44552502274165,,0,0,LIVE
2025-08-19 16:31:00+00:00,6438.540045900461,6439.551169202398,37.63655697057115,,0,0,LIVE
2025-08-19 16:32:00+00:00,6438.197813478137,6439.308200706932,38.781240773284054,,0,0,LIVE
2025-08-19 16:33:00+00:00,6438.209410482996,6439.2074196872245,44.28757078435398,,0,0,LIVE
2025-08-19 16:34:00+00:00,6438.329541486774,6439.163855907488,46.365665252258786,,0,0,LIVE
2025-08-19 16:35:00+00:00,6438.756310045268,6439.267298202013,52.13395033451668,,0,0,LIVE
2025-08-19 16:36:00+00:00,6438.866018924097,6439.265650754202,48.39701311632811,,0,0,LIVE
2025-08-19 16:37:00+00:00,6438.618014718742,6439.121303063326,43.374660523912986,,0,0,LIVE
2025-08-19 16:38:00+00:00,6438.536233670133,6439.0383218192,45.4083213223118,,0,0,LIVE
2025-08-19 16:39:00+00:00,6437.694848410103,6438.629910217372,35.73379758032988,,0,0,LIVE
2025-08-19 16:40:00+00:00,6436.540437652302,6438.046109244288,31.140552500383166,,0,0,LIVE
2025-08-19 16:41:00+00:00,6435.420340396235,6437.422670268642,29.335710370451366,,0,0,LIVE
2025-08-19 16:42:00+00:00,6434.88248697485,6437.001463576391,35.38522696023924,,0,0,LIVE
2025-08-19 16:43:00+00:00,6434.01971209155,6436.429895616735,31.51162577636572,,0,0,LIVE
2025-08-19 16:44:00+00:00,6433.681998293428,6436.0556198437125,37.07528031397621,,0,0,LIVE
2025-08-19 16:45:00+00:00,6432.474887561555,6435.312227477644,29.710828628855367,,0,0,LIVE
2025-08-19 16:46:00+00:00,6432.147134770099,6434.90153914644,38.25700953050863,,0,0,LIVE
2025-08-19 16:47:00+00:00,6432.058882598965,6434.601392561065,40.38586490535799,,0,0,LIVE
2025-08-19 16:48:00+00:00,6432.101353132529,6434.377450412392,41.82592756586052,,0,0,LIVE
