Time,EMA_Fast,EMA_Slow,RSI,Signal,PosBefore,PosAfter,StrategyTag
2025-08-19 18:12:00+00:00,6429.00410370838,6429.9140732239985,39.842233383868276,,0,0,LIVE
2025-08-19 18:13:00+00:00,6428.669858439851,6429.68416148838,40.835317044616914,,0,0,LIVE
2025-08-19 18:14:00+00:00,6428.132112119884,6429.357098489486,37.50181231488332,,0,0,LIVE
2025-08-19 18:15:00+00:00,6427.824976093243,6429.108803395249,39.62489882139891,,0,0,LIVE
2025-08-19 18:16:00+00:00,6427.530536961412,6428.860345929035,38.91311043054051,,0,0,LIVE
2025-08-19 18:17:00+00:00,6427.023750969986,6428.516503459604,35.481201608472574,,0,0,LIVE
2025-08-19 18:18:00+00:00,6426.796250754434,6428.276836463451,38.9597044018389,,0,0,LIVE
2025-08-19 18:19:00+00:00,6426.563750586783,6428.036185371694,38.21999666775468,,0,0,LIVE
2025-08-19 18:20:00+00:00,6425.994028234164,6427.651786764866,33.43454776716837,,0,0,LIVE
2025-08-19 18:21:00+00:00,6425.939799737683,6427.470664215832,41.34372329153572,,0,0,LIVE
2025-08-19 18:22:00+00:00,6425.842066462642,6427.282981909561,40.601539490325145,,0,0,LIVE
2025-08-19 18:23:00+00:00,6425.71049613761,6427.089364584842,39.83149959452958,,0,0,LIVE
2025-08-19 18:24:00+00:00,6425.608163662585,6426.914187005334,39.83149959452958,,0,0,LIVE
2025-08-19 18:25:00+00:00,6425.97301618201,6426.946169195302,48.834853137114486,,0,0,LIVE
2025-08-19 18:26:00+00:00,6425.979012586008,6426.856057843369,44.36642991016143,,0,0,LIVE
2025-08-19 18:27:00+00:00,6425.65034312245,6426.631671382096,39.67498022455142,,0,0,LIVE
2025-08-19 18:28:00+00:00,6425.561377984128,6426.50008363142,42.92476766248111,,0,0,LIVE
2025-08-19 18:29:00+00:00,6425.547738432099,6426.404837571285,44.00757254958224,,0,0,LIVE
2025-08-19 18:30:00+00:00,6425.426018780521,6426.271043516877,42.27993930164504,,0,0,LIVE
2025-08-19 18:31:00+00:00,6425.386903495961,6426.173801277175,43.47480985765265,,0,0,LIVE
2025-08-19 18:32:00+00:00,6425.578702719081,6426.181058298396,48.102704674777,,0,0,LIVE
2025-08-19 18:33:00+00:00,6425.3389910037295,6426.0209575080735,41.6726418855457,,0,0,LIVE
2025-08-19 18:34:00+00:00,6424.930326336234,6425.780866316828,38.50517924133206,,0,0,LIVE
2025-08-19 18:35:00+00:00,6424.668031594849,6425.587450477131,39.73835823771865,,0,0,LIVE
2025-08-19 18:36:00+00:00,6424.130691240438,6425.269598050737,35.179898762306706,,0,0,LIVE
2025-08-19 18:37:00+00:00,6423.8794265203405,6425.053445855428,38.950781065051316,,0,0,LIVE
2025-08-19 18:38:00+00:00,6423.6284428491535,6424.834070059674,38.15400400477577,,0,0,LIVE
2025-08-19 18:39:00+00:00,6423.4332333271195,6424.635587196847,38.15400400477577,,0,0,LIVE
