Time,EMA_Fast,EMA_Slow,RSI,Signal,PosBefore,PosAfter,StrategyTag
2025-08-14 15:34:00+00:00,6473.25,6473.25,50.0,,0,0,LIVE
2025-08-14 15:35:00+00:00,6472.805555555556,6473.059523809524,50.0,,0,0,LIVE
2025-08-14 15:36:00+00:00,6472.7376543209875,6473.006235827665,50.0,,0,0,LIVE
2025-08-14 15:37:00+00:00,6472.518175582991,6472.886594320268,50.0,,0,0,LIVE
2025-08-14 15:38:00+00:00,6472.12524767566,6472.683109146909,50.0,,0,0,LIVE
2025-08-14 15:39:00+00:00,6471.819637081069,6472.49900351387,50.0,,0,0,LIVE
2025-08-14 15:40:00+00:00,6471.748606618609,6472.403860322072,50.0,,0,0,LIVE
2025-08-14 15:41:00+00:00,6471.582249592252,6472.2701593390175,50.0,,0,0,LIVE
2025-08-14 15:42:00+00:00,6471.563971905085,6472.196810830539,50.0,,0,0,LIVE
2025-08-14 15:43:00+00:00,6471.605311481733,6472.154257418107,50.0,,0,0,LIVE
2025-08-14 15:44:00+00:00,6472.026353374682,6472.282423378287,50.0,,0,0,LIVE
2025-08-14 15:45:00+00:00,6471.964941513641,6472.231716389879,50.0,,0,0,LIVE
2025-08-14 15:46:00+00:00,6472.806065621721,6472.566791019414,50.0,,0,0,LIVE
2025-08-14 15:47:00+00:00,6474.07138437245,6473.131858541375,50.0,,0,0,LIVE
