Time,Open,High,Low,Close,Volume
2025-08-25 08:08:00+0000,6473.5,6473.75,6473.25,6473.5,100.0
2025-08-25 08:09:00+0000,6473.5,6474.0,6473.25,6473.5,91.0
2025-08-25 08:10:00+0000,6473.75,6474.0,6473.5,6473.5,84.0
2025-08-25 08:11:00+0000,6473.75,6474.5,6473.75,6474.5,63.0
2025-08-25 08:12:00+0000,6474.5,6474.5,6473.25,6473.25,146.0
2025-08-25 08:13:00+0000,6473.5,6473.75,6473.25,6473.25,59.0
2025-08-25 08:14:00+0000,6473.25,6473.75,6473.25,6473.5,71.0
2025-08-25 08:15:00+0000,6473.75,6473.75,6473.0,6473.0,100.0
2025-08-25 08:16:00+0000,6473.25,6473.75,6473.0,6473.75,152.0
2025-08-25 08:17:00+0000,6473.5,6474.0,6473.5,6473.75,140.0
2025-08-25 08:18:00+0000,6473.75,6474.25,6473.75,6473.75,97.0
2025-08-25 08:19:00+0000,6473.75,6473.75,6473.5,6473.75,89.0
2025-08-25 08:20:00+0000,6473.75,6473.75,6472.0,6472.0,468.0
2025-08-25 08:21:00+0000,6472.0,6473.0,6472.0,6473.0,280.0
2025-08-25 08:22:00+0000,6473.0,6473.0,6471.5,6472.0,328.0
2025-08-25 08:23:00+0000,6472.25,6473.25,6471.75,6472.75,104.0
2025-08-25 08:24:00+0000,6472.75,6473.0,6472.25,6473.0,157.0
2025-08-25 08:25:00+0000,6473.0,6473.5,6472.75,6473.0,51.0
2025-08-25 08:26:00+0000,6473.25,6473.5,6473.25,6473.25,75.0
2025-08-25 08:27:00+0000,6473.5,6474.25,6473.5,6474.0,107.0
2025-08-25 08:28:00+0000,6474.0,6474.5,6473.75,6474.25,78.0
2025-08-25 08:29:00+0000,6474.25,6474.25,6473.75,6474.25,53.0
2025-08-25 08:30:00+0000,6474.5,6475.0,6474.0,6475.0,49.0
2025-08-25 08:31:00+0000,6474.75,6475.25,6474.75,6475.0,71.0
2025-08-25 08:32:00+0000,6475.0,6475.0,6474.5,6474.5,60.0
2025-08-25 08:33:00+0000,6474.5,6474.5,6474.5,6474.5,24.0
2025-08-25 08:34:00+0000,6474.5,6474.75,6474.25,6474.75,48.0
2025-08-25 08:35:00+0000,6474.75,6475.5,6474.75,6475.25,112.0
2025-08-25 08:36:00+0000,6475.25,6475.25,6474.5,6474.5,151.0
