Time,Action,OrderType,Qty,RefPx,Extra,StrategyTag
2025-08-19 17:23:07.003185+00:00,BUY,STP(entry),1,6431.892857142857,parent,LIVE
2025-08-19 17:23:07.006350+00:00,SELL,SL(STP),1,6427.778571428571,,LIVE
2025-08-19 17:23:07.007566+00:00,SELL,TP1(LMT),1,6436.007142857143,+1R,LIVE
2025-08-19 17:23:07.016310+00:00,SELL,SL(MOD),1,6427.778571428571,move,LIVE
