Time,EMA_Fast,EMA_Slow,RSI,Signal,PosBefore,PosAfter,StrategyTag
2025-08-19 16:51:00+00:00,6432.333996241634,6433.730016171809,45.225607997415445,,0,0,LIVE
2025-08-19 16:52:00+00:00,6432.593108187937,6433.708109869732,46.78552913366933,,0,0,LIVE
2025-08-19 16:53:00+00:00,6432.90575081284,6433.735908929757,48.369036153351175,,0,0,LIVE
2025-08-19 16:54:00+00:00,6432.371139521098,6433.427727126923,39.506774941838124,,0,0,LIVE
2025-08-19 16:55:00+00:00,6431.899775183076,6433.125086448168,38.957705678051695,,0,0,LIVE
2025-08-19 16:56:00+00:00,6431.588714031282,6432.875078215009,39.8578643791105,,0,0,LIVE
2025-08-19 16:57:00+00:00,6431.29122202433,6432.62507076596,39.234783845832986,,0,0,LIVE
2025-08-19 16:58:00+00:00,6431.226506018924,6432.470302121584,42.156196704619234,,0,0,LIVE
2025-08-19 16:59:00+00:00,6431.231726903607,6432.354082871909,43.13755333382253,,0,0,LIVE
2025-08-19 17:00:00+00:00,6431.1802320361385,6432.225122598394,42.36354261714232,,0,0,LIVE
2025-08-19 17:01:00+00:00,6430.362402694775,6431.775110922356,33.34338918102898,,0,0,LIVE
2025-08-19 17:02:00+00:00,6430.337424318158,6431.629862263084,43.51925564343326,,0,0,LIVE
2025-08-19 17:03:00+00:00,6430.151330025234,6431.427018238028,41.65169750871257,,0,0,LIVE
2025-08-19 17:04:00+00:00,6429.617701130737,6431.076826024882,37.59743085655474,,0,0,LIVE
2025-08-19 17:05:00+00:00,6428.647100879462,6430.521890212989,32.700532675991184,,0,0,LIVE
2025-08-19 17:06:00+00:00,6427.892189572915,6430.0198054308,32.700532675991184,,0,0,LIVE
2025-08-19 17:07:00+00:00,6427.027258556712,6429.446490627867,30.404194834506796,,0,0,LIVE
2025-08-19 17:08:00+00:00,6426.632312210776,6429.0468248537845,35.29733658526749,,0,0,LIVE
2025-08-19 17:09:00+00:00,6426.047353941715,6428.56617486771,32.81286747554951,,0,0,LIVE
2025-08-19 17:10:00+00:00,6425.759053065778,6428.202729642214,35.735657828317855,,0,0,LIVE
2025-08-19 17:11:00+00:00,6425.312596828939,6427.778660152479,33.63467631284172,,0,0,LIVE
2025-08-19 17:12:00+00:00,6425.52090864473,6427.63307347129,42.70390163060405,,0,0,LIVE
2025-08-19 17:13:00+00:00,6426.071817834791,6427.668018854977,48.05513979177877,,0,0,LIVE
2025-08-19 17:14:00+00:00,6427.0003027603925,6427.913921821169,54.00332911726179,,0,0,LIVE
2025-08-19 17:15:00+00:00,6427.111346591416,6427.874500695343,46.92994694137785,,0,0,LIVE
2025-08-19 17:16:00+00:00,6427.0866029044355,6427.791214914834,45.75645278018838,,0,0,LIVE
2025-08-19 17:17:00+00:00,6427.122913370116,6427.739670637231,46.477104058231376,,0,0,LIVE
2025-08-19 17:18:00+00:00,6426.762265954535,6427.52636867178,42.246073582591166,,0,0,LIVE
2025-08-19 17:19:00+00:00,6426.7039846313055,6427.428619274468,45.30988857251909,,0,0,LIVE
2025-08-19 17:20:00+00:00,6426.825321379904,6427.411607914994,47.55694982634542,,0,0,LIVE
2025-08-19 17:21:00+00:00,6427.030805517703,6427.443835732614,49.059613417569636,,0,0,LIVE
2025-08-19 17:22:00+00:00,6427.746182069324,6427.711089472365,55.868514906521824,BUY,0,0,LIVE
2025-08-19 17:23:00+00:00,6428.302586053919,6427.952890474997,55.86851490652183,,0,0,LIVE
2025-08-19 17:24:00+00:00,6428.513122486382,6428.076424715473,52.60651669423713,,0,0,LIVE
2025-08-19 17:25:00+00:00,6428.954650822741,6428.307241409238,56.060103065774825,,0,0,LIVE
2025-08-19 17:26:00+00:00,6429.353617306577,6428.539885084548,56.73909093104338,,0,0,LIVE
2025-08-19 17:27:00+00:00,6429.886146794004,6428.845610314591,59.43904178978976,,0,0,LIVE
2025-08-19 17:28:00+00:00,6430.633669728671,6429.265075998916,63.153786905113634,,0,0,LIVE
2025-08-19 17:29:00+00:00,6430.881743122299,6429.501735427591,57.484169431394626,,0,0,LIVE
2025-08-19 17:30:00+00:00,6431.185800206233,6429.763474910676,58.81154343463577,,0,0,LIVE
2025-08-19 17:31:00+00:00,6431.644511271515,6430.095524919184,61.40673175013408,,0,0,LIVE
2025-08-19 17:32:00+00:00,6431.8901754334,6430.348332069738,59.391736305281434,,0,0,LIVE
2025-08-19 17:33:00+00:00,6432.192358670422,6430.62468139643,60.77777389144635,,0,0,LIVE
2025-08-19 17:34:00+00:00,6432.260723410329,6430.8032831681985,57.60183007478403,,0,0,LIVE
2025-08-19 17:35:00+00:00,6432.4805626524785,6431.036303818846,59.86065704470711,,0,0,LIVE
2025-08-19 17:36:00+00:00,6432.873770951927,6431.342370121813,62.71309135719616,,0,0,LIVE
2025-08-19 17:37:00+00:00,6433.235155184832,6431.643096776878,63.413087815810826,,0,0,LIVE
2025-08-19 17:38:00+00:00,6433.627342921536,6431.962801845747,64.8349747919905,,0,0,LIVE
