Time,Open,High,Low,Close,Volume
2025-08-18 22:00:00+0000,6468.5,6470.75,6467.75,6469.75,382.0
2025-08-18 22:01:00+0000,6469.5,6471.0,6469.5,6471.0,95.0
2025-08-18 22:02:00+0000,6470.75,6472.0,6470.75,6471.25,142.0
2025-08-18 22:03:00+0000,6471.25,6472.0,6470.75,6472.0,110.0
2025-08-18 22:04:00+0000,6471.75,6474.0,6471.0,6474.0,453.0
2025-08-18 22:05:00+0000,6474.0,6477.5,6474.0,6476.25,795.0
2025-08-18 22:06:00+0000,6476.0,6476.75,6475.75,6475.75,144.0
2025-08-18 22:07:00+0000,6476.0,6476.0,6475.5,6475.5,55.0
2025-08-18 22:08:00+0000,6475.75,6475.75,6475.0,6475.25,66.0
2025-08-18 22:09:00+0000,6475.25,6475.75,6475.25,6475.5,127.0
2025-08-18 22:10:00+0000,6475.5,6475.75,6474.75,6475.0,106.0
2025-08-18 22:11:00+0000,6475.0,6475.0,6474.25,6474.5,113.0
2025-08-18 22:12:00+0000,6474.25,6475.0,6474.25,6475.0,63.0
2025-08-18 22:13:00+0000,6475.0,6475.25,6474.5,6475.0,116.0
2025-08-18 22:14:00+0000,6474.75,6475.0,6474.5,6475.0,63.0
2025-08-18 22:15:00+0000,6475.0,6475.25,6474.75,6475.0,50.0
2025-08-18 22:16:00+0000,6474.75,6475.75,6474.75,6475.25,96.0
2025-08-18 22:17:00+0000,6475.5,6475.75,6475.0,6475.25,52.0
2025-08-18 22:18:00+0000,6475.25,6475.25,6473.75,6474.25,132.0
2025-08-18 22:19:00+0000,6474.5,6474.5,6473.75,6474.25,61.0
2025-08-18 22:20:00+0000,6474.25,6474.75,6474.25,6474.5,41.0
2025-08-18 22:21:00+0000,6474.25,6474.5,6473.5,6473.75,83.0
2025-08-18 22:22:00+0000,6473.75,6474.5,6473.5,6473.75,53.0
2025-08-18 22:23:00+0000,6473.75,6473.75,6473.5,6473.5,25.0
2025-08-18 22:24:00+0000,6473.5,6473.5,6472.5,6472.5,150.0
2025-08-18 22:25:00+0000,6472.75,6473.0,6472.5,6472.75,53.0
2025-08-18 22:26:00+0000,6472.75,6473.0,6472.75,6472.75,15.0
2025-08-18 22:27:00+0000,6472.75,6472.75,6472.5,6472.5,54.0
2025-08-18 22:28:00+0000,6472.5,6472.75,6472.25,6472.25,68.0
2025-08-18 22:29:00+0000,6472.25,6472.5,6472.0,6472.5,45.0
2025-08-18 22:30:00+0000,6472.5,6473.25,6472.5,6473.0,61.0
2025-08-18 22:31:00+0000,6473.0,6473.25,6472.5,6472.5,39.0
2025-08-18 22:32:00+0000,6472.5,6472.75,6472.5,6472.5,21.0
2025-08-18 22:33:00+0000,6472.5,6473.0,6472.5,6472.75,42.0
2025-08-18 22:34:00+0000,6472.5,6472.75,6472.5,6472.75,43.0
2025-08-18 22:35:00+0000,6473.0,6473.0,6472.5,6473.0,38.0
2025-08-18 22:36:00+0000,6473.0,6474.0,6473.0,6473.75,59.0
2025-08-18 22:37:00+0000,6473.75,6473.75,6473.0,6473.0,67.0
2025-08-18 22:38:00+0000,6473.0,6473.0,6472.75,6472.75,21.0
2025-08-18 22:39:00+0000,6472.5,6472.5,6472.0,6472.25,71.0
2025-08-18 22:40:00+0000,6472.5,6472.5,6472.0,6472.0,33.0
2025-08-18 22:41:00+0000,6472.0,6472.25,6471.5,6471.75,41.0
2025-08-18 22:42:00+0000,6471.75,6472.25,6471.75,6472.25,17.0
2025-08-18 22:43:00+0000,6472.25,6472.25,6472.25,6472.25,5.0
2025-08-18 22:44:00+0000,6472.5,6472.5,6472.0,6472.25,41.0
2025-08-18 22:45:00+0000,6472.5,6473.5,6472.5,6473.25,98.0
2025-08-18 22:46:00+0000,6473.25,6473.25,6473.25,6473.25,13.0
2025-08-18 22:47:00+0000,6473.25,6473.25,6473.0,6473.25,12.0
2025-08-18 22:48:00+0000,6473.0,6473.25,6473.0,6473.25,18.0
2025-08-18 22:49:00+0000,6473.25,6473.25,6472.75,6472.75,16.0
2025-08-18 22:50:00+0000,6473.0,6474.0,6473.0,6473.75,88.0
2025-08-18 22:51:00+0000,6473.75,6474.75,6473.75,6474.75,148.0
2025-08-18 22:52:00+0000,6474.5,6474.75,6474.25,6474.75,24.0
2025-08-18 22:53:00+0000,6474.5,6475.0,6474.0,6475.0,119.0
