EntryTime,ExitTime,Side,EntryPrice,ExitPrice,Qty,PnL_raw,StrategyTag
2025-08-14 14:58:00+00:00,2025-08-14 15:28:57.364943+00:00,SHORT,6485.75,6471.0,1,737.5,LIVE
