Time,Action,OrderType,Qty,RefPx,Extra,StrategyTag
2025-08-14 14:59:10.473173+00:00,SELL,MKT,1,6485.75,,LIVE
2025-08-14 15:28:57.365050+00:00,BUY,MKT_FAIL,1,6471.0,,LIVE
